"flag","gender","education","house_val","age","online","customer_psy","marriage","child","occupation","mortgage","house_owner","region","fam_income"
"Y","M","3. Bach",382590,"6_<=65","Y","D","Married","N","Professional","1Low","Owner","West","F"
"Y","F","2. Some College",188613,"7_>65","Y","E","","U","Professional","1Low","Owner","West","E"
"Y","M","4. Grad",1042857,"6_<=65","Y","B","Married","N","Professional","1Low","Owner","West","L"
"N","F","1. HS",395707,"5_<=55","Y","B","","N","Professional","1Low","Renter","South","H"
"Y","M","4. Grad",394689,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","South","J"
"Y","M","3. Bach",580948,"6_<=65","N","B","Married","N","Professional","1Low","Owner","Northeast","E"
"N","F","1. HS",166650,"7_>65","Y","H","","N","Retired","1Low","Renter","South","D"
"N","M","",293046,"1_Unk","N","J","Married","U","Professional","1Low","Owner","Northeast","C"
"Y","F","2. Some College",129263,"4_<=45","N","G","","U","Professional","1Low","Owner","South","B"
"Y","F","2. Some College",393461,"1_Unk","Y","A","Single","U","Sales/Service","1Low","Renter","South","F"
"N","F","1. HS",204941,"7_>65","Y","D","Married","N","Retired","1Low","Owner","West","E"
"N","M","2. Some College",351783,"4_<=45","Y","C","Married","Y","Professional","1Low","Renter","South","J"
"Y","F","2. Some College",341878,"2_<=25","Y","C","","U","Sales/Service","1Low","Owner","West","D"
"N","F","2. Some College",313920,"1_Unk","N","C","Married","Y","Professional","3High","Owner","West","F"
"Y","M","3. Bach",713664,"5_<=55","Y","C","Married","Y","Others","3High","Owner","West","H"
"Y","M","4. Grad",246400,"1_Unk","N","A","","N","Sales/Service","1Low","","South","A"
"N","M","3. Bach",0,"1_Unk","N","J","Married","U","Sales/Service","1Low","Owner","South","B"
"Y","F","2. Some College",79722,"6_<=65","Y","I","Married","N","Others","1Low","Owner","South","D"
"N","F","2. Some College",266244,"1_Unk","N","C","","Y","Professional","2Med","Owner","South","H"
"N","F","2. Some College",446900,"5_<=55","N","H","Married","N","Sales/Service","1Low","Owner","West","D"
"Y","F","2. Some College",237140,"1_Unk","Y","I","Married","U","Sales/Service","1Low","","West","D"
"Y","M","2. Some College",238928,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","South","G"
"N","F","2. Some College",168966,"4_<=45","Y","A","Single","Y","Professional","1Low","Owner","Midwest","E"
"Y","F","2. Some College",0,"1_Unk","Y","D","Married","N","Sales/Service","1Low","Owner","South","A"
"Y","M","2. Some College",982980,"4_<=45","Y","C","Married","U","Professional","3High","Owner","West","I"
"N","M","3. Bach",92469,"3_<=35","Y","J","Married","Y","Farm","1Low","Owner","Midwest","E"
"N","U","1. HS",136686,"1_Unk","N","E","Married","U","Sales/Service","1Low","Owner","Northeast","E"
"Y","M","3. Bach",679326,"4_<=45","Y","A","Married","Y","Professional","1Low","Renter","West","F"
"N","F","2. Some College",214586,"6_<=65","Y","D","Married","N","Retired","1Low","Owner","West","D"
"N","F","1. HS",164808,"5_<=55","N","F","Married","Y","Sales/Service","1Low","Owner","South","F"
"Y","M","2. Some College",762564,"2_<=25","Y","C","","Y","Sales/Service","3High","Owner","South","F"
"N","F","3. Bach",0,"5_<=55","Y","E","Married","N","Professional","1Low","Renter","West","E"
"Y","F","3. Bach",106560,"7_>65","N","D","","N","Sales/Service","1Low","Owner","Midwest","F"
"Y","M","2. Some College",0,"4_<=45","Y","J","Married","Y","Blue Collar","1Low","Owner","West","E"
"Y","M","2. Some College",277296,"6_<=65","N","E","Single","Y","Others","1Low","","Northeast","D"
"N","F","1. HS",83777,"3_<=35","Y","J","","Y","Sales/Service","1Low","Owner","South","D"
"N","F","3. Bach",0,"7_>65","Y","H","","N","Professional","1Low","Renter","Northeast","C"
"N","M","1. HS",0,"5_<=55","Y","F","Married","Y","Blue Collar","1Low","Owner","Northeast","B"
"N","M","1. HS",173497,"5_<=55","Y","E","Married","Y","Blue Collar","1Low","Owner","South","F"
"Y","F","3. Bach",1002963,"6_<=65","Y","E","","Y","Professional","3High","Owner","Midwest","E"
"Y","M","",565710,"1_Unk","N","C","Married","Y","Sales/Service","1Low","Owner","South","F"
"N","F","2. Some College",0,"2_<=25","N","G","","N","Sales/Service","1Low","Renter","Midwest","B"
"Y","M","2. Some College",1359382,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","West","K"
"N","M","2. Some College",288250,"4_<=45","Y","D","","N","Professional","1Low","Owner","Northeast","F"
"Y","F","0. <HS",396258,"4_<=45","Y","I","","N","Professional","3High","Owner","West","F"
"N","F","2. Some College",0,"4_<=45","N","E","Single","U","Sales/Service","1Low","","West","D"
"N","M","2. Some College",334030,"7_>65","Y","B","Married","U","Sales/Service","3High","Owner","Midwest","I"
"Y","M","3. Bach",266962,"5_<=55","Y","D","Married","U","Professional","1Low","Owner","South","G"
"Y","M","4. Grad",502599,"5_<=55","Y","B","Married","N","Professional","3High","Owner","West","E"
"N","M","2. Some College",103288,"3_<=35","N","F","Married","Y","Professional","1Low","Owner","West","D"
"N","F","",415987,"1_Unk","Y","F","","Y","Others","1Low","Owner","Northeast","E"
"N","M","2. Some College",268619,"4_<=45","Y","C","Married","Y","Professional","2Med","Owner","South","F"
"Y","M","2. Some College",0,"6_<=65","Y","A","","N","Sales/Service","1Low","Renter","South","D"
"Y","M","2. Some College",412935,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","South","A"
"N","F","2. Some College",199188,"3_<=35","Y","C","Married","Y","Blue Collar","1Low","Owner","West","E"
"N","M","4. Grad",4551840,"3_<=35","Y","B","","N","Professional","3High","Owner","West","G"
"Y","F","4. Grad",482597,"4_<=45","Y","E","Married","U","Professional","1Low","Owner","West","E"
"N","M","4. Grad",0,"5_<=55","N","A","Single","U","Professional","1Low","Renter","West","G"
"N","F","3. Bach",84714,"6_<=65","Y","I","Married","N","Professional","1Low","Owner","Midwest","C"
"Y","F","3. Bach",0,"4_<=45","Y","A","Single","U","Sales/Service","1Low","","West","E"
"Y","M","1. HS",671985,"5_<=55","Y","C","Married","Y","Sales/Service","3High","Owner","Northeast","H"
"N","F","3. Bach",0,"4_<=45","Y","J","Married","Y","Professional","1Low","Owner","South","I"
"N","F","2. Some College",0,"6_<=65","N","G","Married","U","Professional","1Low","Renter","Midwest","B"
"N","M","2. Some College",106558,"4_<=45","N","F","Married","Y","Sales/Service","1Low","Owner","Midwest","E"
"N","M","2. Some College",131650,"4_<=45","N","J","Married","Y","Blue Collar","1Low","Owner","Midwest","F"
"N","M","2. Some College",380464,"2_<=25","Y","B","","N","Sales/Service","1Low","Owner","Midwest","G"
"Y","M","3. Bach",334412,"5_<=55","Y","C","Married","U","Professional","1Low","Owner","Northeast","F"
"Y","M","2. Some College",0,"4_<=45","N","A","Married","U","Professional","1Low","Owner","Northeast","C"
"N","F","2. Some College",94721,"2_<=25","Y","I","","U","Blue Collar","1Low","Owner","South","E"
"N","M","0. <HS",114450,"4_<=45","Y","F","Single","N","Sales/Service","1Low","Renter","South","H"
"Y","M","0. <HS",170049,"1_Unk","Y","F","Married","Y","Others","1Low","","West","F"
"Y","M","3. Bach",725155,"4_<=45","Y","C","Married","Y","Sales/Service","1Low","Owner","South","I"
"N","F","1. HS",45037,"3_<=35","Y","I","","U","Blue Collar","1Low","","South","E"
"N","F","0. <HS",0,"1_Unk","Y","E","","Y","Sales/Service","1Low","Renter","Northeast","B"
"N","F","3. Bach",0,"4_<=45","N","C","Married","Y","Sales/Service","1Low","Owner","South","D"
"Y","F","2. Some College",278604,"6_<=65","Y","E","","Y","Professional","1Low","Owner","Midwest","L"
"N","F","1. HS",234764,"6_<=65","N","E","","U","Sales/Service","1Low","Owner","South","F"
"Y","M","3. Bach",71634,"5_<=55","Y","E","Married","N","Sales/Service","1Low","Owner","South","D"
"Y","M","4. Grad",1757036,"5_<=55","Y","C","Married","Y","Professional","3High","Owner","West","L"
"N","M","2. Some College",344331,"1_Unk","N","C","","Y","Others","2Med","Owner","South","G"
"Y","M","4. Grad",1390567,"5_<=55","N","B","Married","N","Professional","1Low","Owner","Northeast","K"
"N","M","1. HS",434681,"5_<=55","Y","B","Married","Y","Professional","2Med","Owner","West","G"
"N","F","0. <HS",163782,"3_<=35","N","F","Single","Y","Blue Collar","1Low","Owner","South","D"
"Y","M","4. Grad",565383,"6_<=65","Y","B","Single","N","Professional","1Low","Owner","West","J"
"Y","M","3. Bach",74774,"2_<=25","Y","F","","U","Blue Collar","1Low","Owner","Northeast","E"
"Y","F","3. Bach",190717,"5_<=55","N","F","Married","Y","Professional","1Low","Owner","West","F"
"N","F","2. Some College",0,"1_Unk","Y","G","","Y","Sales/Service","1Low","Renter","West","A"
"N","F","3. Bach",219629,"4_<=45","Y","B","Married","N","Blue Collar","2Med","Owner","Northeast","E"
"N","M","4. Grad",972552,"5_<=55","N","B","Single","U","Professional","1Low","Owner","West","H"
"Y","F","2. Some College",110907,"5_<=55","Y","C","Married","Y","Blue Collar","1Low","Owner","Midwest","F"
"N","M","2. Some College",243680,"2_<=25","Y","B","","Y","Others","2Med","Owner","West","G"
"N","F","3. Bach",337033,"4_<=45","Y","C","","Y","Professional","3High","Owner","West","F"
"N","M","4. Grad",421176,"2_<=25","Y","C","","Y","Professional","2Med","Owner","Northeast","L"
"Y","M","4. Grad",1228363,"5_<=55","Y","B","Married","Y","Professional","3High","Owner","Northeast","L"
"N","F","1. HS",233096,"6_<=65","N","E","","N","Professional","2Med","Owner","South","E"
"N","F","1. HS",0,"7_>65","Y","H","Married","N","Retired","1Low","","Northeast","B"
"N","F","0. <HS",0,"7_>65","N","H","","N","Retired","1Low","","Rest","A"
"Y","M","3. Bach",323033,"7_>65","N","E","Married","N","Retired","1Low","Owner","West","A"
"N","F","2. Some College",345210,"5_<=55","N","F","Single","Y","Sales/Service","1Low","Owner","West","D"
"Y","F","0. <HS",194973,"1_Unk","Y","E","","N","Professional","2Med","Owner","South","F"
"N","U","1. HS",0,"1_Unk","N","G","","Y","Sales/Service","1Low","","South","B"
"Y","M","1. HS",114580,"5_<=55","Y","J","","Y","Professional","1Low","Owner","Midwest","B"
"N","F","2. Some College",156273,"4_<=45","Y","E","Married","Y","Sales/Service","1Low","Owner","South","G"
"Y","M","0. <HS",103776,"1_Unk","N","F","Married","U","Professional","1Low","Owner","Midwest","A"
"N","F","3. Bach",288850,"4_<=45","Y","C","","Y","Professional","2Med","Owner","Northeast","E"
"N","F","3. Bach",373870,"5_<=55","N","C","","Y","Professional","3High","Owner","Northeast","B"
"Y","M","3. Bach",264346,"4_<=45","N","E","Single","U","Professional","2Med","Owner","West","F"
"Y","M","4. Grad",174650,"3_<=35","Y","C","Married","U","Professional","1Low","Owner","Northeast","F"
"Y","F","2. Some College",193376,"5_<=55","N","D","Married","N","Sales/Service","1Low","Owner","Midwest","B"
"Y","M","4. Grad",212883,"3_<=35","Y","B","","N","Sales/Service","1Low","Owner","South","F"
"Y","F","4. Grad",310868,"3_<=35","Y","C","","U","Professional","1Low","Owner","South","E"
"Y","M","4. Grad",220659,"6_<=65","N","D","Married","N","Sales/Service","1Low","Owner","West","E"
"N","F","3. Bach",294300,"6_<=65","Y","H","","N","Professional","2Med","Owner","West","E"
"N","F","1. HS",82231,"4_<=45","Y","F","","Y","Sales/Service","1Low","Owner","Midwest","D"
"Y","F","3. Bach",504843,"5_<=55","Y","C","","Y","Professional","3High","Owner","South","E"
"Y","F","2. Some College",183120,"2_<=25","N","I","Single","Y","Sales/Service","2Med","Owner","South","E"
"Y","M","2. Some College",565862,"5_<=55","Y","B","Married","Y","Professional","1Low","Owner","Northeast","K"
"N","M","4. Grad",582932,"7_>65","Y","B","Married","N","Retired","1Low","Owner","South","L"
"N","F","1. HS",361008,"7_>65","Y","D","Married","N","Retired","1Low","Owner","South","C"
"Y","F","3. Bach",310432,"5_<=55","Y","E","Married","U","Blue Collar","1Low","Owner","South","F"
"N","F","2. Some College",558058,"4_<=45","Y","C","","Y","Professional","1Low","Owner","South","K"
"N","M","3. Bach",240301,"6_<=65","Y","C","Married","Y","Professional","2Med","Owner","South","F"
"Y","F","3. Bach",301668,"6_<=65","Y","B","","N","Retired","1Low","Owner","West","E"
"Y","F","4. Grad",333801,"5_<=55","N","B","Married","N","Professional","1Low","Owner","South","L"
"Y","F","2. Some College",0,"5_<=55","Y","E","","N","Professional","1Low","Owner","South","F"
"Y","M","2. Some College",0,"3_<=35","Y","G","","U","Professional","1Low","Renter","Northeast","C"
"Y","M","4. Grad",322291,"3_<=35","Y","B","Married","N","Professional","1Low","Owner","South","E"
"N","M","1. HS",201919,"2_<=25","N","G","Single","U","Others","1Low","Renter","West","D"
"Y","F","1. HS",123170,"6_<=65","Y","I","Married","Y","Blue Collar","1Low","Owner","South","E"
"N","F","0. <HS",492972,"7_>65","Y","B","","Y","Retired","3High","Owner","Northeast","G"
"N","M","2. Some College",241326,"4_<=45","Y","C","","Y","Sales/Service","1Low","Owner","Midwest","E"
"N","F","2. Some College",191295,"4_<=45","Y","E","Married","U","Professional","1Low","Owner","South","F"
"N","F","4. Grad",299423,"4_<=45","Y","C","","U","Professional","2Med","Owner","South","G"
"Y","F","3. Bach",610672,"5_<=55","Y","B","Single","Y","Professional","2Med","Owner","West","G"
"Y","M","2. Some College",0,"4_<=45","Y","E","Married","Y","Blue Collar","1Low","","South","A"
"N","F","0. <HS",192955,"1_Unk","N","E","Married","Y","Sales/Service","1Low","","South","E"
"Y","M","2. Some College",370131,"5_<=55","Y","B","Married","U","Professional","2Med","Owner","Northeast","H"
"Y","F","0. <HS",260782,"7_>65","N","D","Married","N","Retired","1Low","Owner","South","A"
"N","M","3. Bach",147150,"7_>65","N","A","Married","U","Retired","1Low","","West","E"
"Y","M","1. HS",161211,"1_Unk","N","A","Single","N","Sales/Service","1Low","Renter","South","E"
"Y","M","2. Some College",173647,"4_<=45","Y","E","Married","Y","Blue Collar","2Med","Owner","South","E"
"Y","M","1. HS",0,"3_<=35","N","G","Married","Y","Blue Collar","1Low","","Northeast","G"
"Y","F","3. Bach",302082,"4_<=45","Y","C","Married","Y","Professional","1Low","Owner","South","I"
"N","F","0. <HS",0,"3_<=35","N","J","Married","Y","Professional","1Low","Owner","South","E"
"Y","M","4. Grad",652136,"5_<=55","Y","B","Married","U","Professional","3High","Owner","South","G"
"Y","M","3. Bach",403310,"7_>65","Y","E","","U","Professional","2Med","Owner","Northeast","K"
"N","F","1. HS",612580,"6_<=65","N","B","Married","U","Sales/Service","1Low","Owner","Northeast","G"
"N","M","1. HS",142768,"7_>65","Y","B","","N","Retired","1Low","Owner","South","D"
"Y","M","2. Some College",225848,"6_<=65","Y","C","Married","N","Professional","1Low","Owner","South","G"
"N","F","1. HS",94071,"6_<=65","N","J","","N","Retired","1Low","","Midwest","A"
"Y","M","3. Bach",0,"3_<=35","Y","G","","N","Professional","1Low","Renter","Midwest","E"
"N","M","1. HS",132980,"3_<=35","N","F","","Y","Sales/Service","1Low","Owner","South","F"
"N","F","2. Some College",245250,"2_<=25","Y","B","","N","Sales/Service","1Low","Owner","South","G"
"Y","F","2. Some College",769997,"4_<=45","Y","F","Married","Y","Professional","1Low","Owner","South","E"
"Y","M","0. <HS",122003,"3_<=35","Y","I","Married","U","Blue Collar","2Med","Owner","South","E"
"N","M","",63468,"5_<=55","N","D","","N","Blue Collar","1Low","Owner","South","D"
"Y","M","4. Grad",793056,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","Northeast","L"
"N","F","2. Some College",277941,"1_Unk","N","F","Married","Y","Sales/Service","1Low","Owner","South","A"
"N","F","1. HS",4632227,"5_<=55","Y","B","","Y","Professional","3High","Owner","West","L"
"Y","M","2. Some College",169222,"3_<=35","N","C","Single","Y","Blue Collar","2Med","Owner","West","E"
"N","F","2. Some College",275999,"4_<=45","Y","I","","U","Sales/Service","1Low","Owner","Midwest","C"
"Y","M","4. Grad",898323,"1_Unk","Y","B","","U","Sales/Service","1Low","Owner","Midwest","L"
"N","M","2. Some College",183680,"3_<=35","Y","F","Married","U","Blue Collar","1Low","Owner","South","E"
"Y","M","2. Some College",412403,"4_<=45","N","A","Married","U","Others","1Low","Renter","South","J"
"N","M","3. Bach",93522,"4_<=45","N","J","Married","Y","Blue Collar","1Low","Owner","Midwest","G"
"N","M","3. Bach",287879,"1_Unk","Y","E","","N","Sales/Service","1Low","","West","E"
"Y","M","4. Grad",179446,"3_<=35","N","A","Single","Y","Professional","1Low","Renter","Midwest","B"
"Y","M","1. HS",342968,"3_<=35","Y","E","Married","U","Professional","1Low","Owner","Northeast","I"
"N","M","1. HS",96399,"7_>65","N","D","Married","N","Retired","1Low","Owner","Midwest","A"
"Y","M","2. Some College",431694,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","Northeast","G"
"Y","M","3. Bach",356430,"4_<=45","Y","C","Married","Y","Professional","3High","Owner","South","H"
"N","F","0. <HS",63546,"1_Unk","Y","I","Married","N","Others","1Low","Renter","South","C"
"N","M","0. <HS",236927,"6_<=65","Y","C","Married","N","Professional","2Med","Owner","Midwest","F"
"N","F","1. HS",308688,"7_>65","Y","I","","Y","Retired","1Low","Owner","South","D"
"Y","M","4. Grad",813690,"5_<=55","N","B","Married","U","Professional","1Low","Owner","Northeast","K"
"N","F","0. <HS",379974,"7_>65","Y","B","","U","Retired","1Low","Owner","West","E"
"Y","F","3. Bach",1212919,"5_<=55","Y","B","Married","Y","Professional","2Med","Owner","South","K"
"N","F","4. Grad",663156,"6_<=65","Y","B","Married","Y","Sales/Service","1Low","Owner","South","G"
"Y","M","4. Grad",4876583,"5_<=55","N","I","Married","U","Professional","1Low","","Northeast","E"
"Y","M","3. Bach",266995,"1_Unk","Y","E","","N","Professional","1Low","Owner","South","D"
"Y","M","3. Bach",348800,"3_<=35","Y","F","Married","Y","Sales/Service","3High","Owner","South","F"
"Y","F","3. Bach",161832,"4_<=45","Y","E","Single","Y","Professional","1Low","Renter","South","E"
"N","F","2. Some College",514153,"4_<=45","Y","E","Married","Y","Professional","3High","Owner","West","F"
"N","F","2. Some College",317190,"5_<=55","Y","B","Married","N","Professional","3High","Owner","Midwest","I"
"N","F","2. Some College",38850,"1_Unk","N","I","","Y","Sales/Service","1Low","Owner","Midwest","F"
"N","U","3. Bach",187218,"1_Unk","N","C","","Y","Sales/Service","1Low","Owner","South","G"
"N","M","4. Grad",0,"1_Unk","Y","G","Married","U","Professional","1Low","","West","D"
